"Name","gene_name","chr","pos","Relation_to_Island","UCSC_RefGene_Group"
"cg17067544_TC21","IL6","chr7",22725702,"OpenSea","exon_2;TSS1500;TSS1500;TSS1500"
"cg26061582_TC21","IL6","chr7",22726590,"OpenSea","exon_2;TSS1500;TSS1500;TSS1500"
"cg09687175_BC21","IL6","chr7",22724409,"OpenSea",""
"cg14049858_BC21","IL6","chr7",22732605,"OpenSea",""
"cg04934757_TC21","IL6","chr7",22724411,"OpenSea",""
"cg00175482_TC21","IL6","chr7",22726104,"OpenSea","exon_2;TSS1500;TSS1500;TSS1500"
"cg02391394_BC21","IL6","chr7",22718327,"OpenSea",""
"cg02554338_TC21","IL6","chr7",22717777,"OpenSea",""
"cg24061425_BC21","IL6","chr7",22722434,"OpenSea",""
"cg03601896_TC21","IL6","chr7",22727219,"OpenSea","5UTR;exon_1;5UTR;exon_1;5UTR;exon_1"
"cg07892940_BC21","IL6","chr7",22723466,"OpenSea",""
"cg21785978_BC21","IL6","chr7",22727082,"OpenSea","TSS200;TSS200;TSS200"
"cg17444561_BC11","MC2R","chr18",13915601,"OpenSea","TSS200"
"cg00335286_TC21","MC2R","chr18",13916356,"OpenSea","TSS1500;TSS1500"
"cg11564670_TC21","MC2R","chr18",13915007,"OpenSea",""
"cg13187423_BC21","MC2R","chr18",13890541,"OpenSea",""
"cg20494779_TC21","MC2R","chr18",13916114,"OpenSea","TSS1500;TSS1500"
"cg05667256_TC21","MC2R","chr18",13915584,"OpenSea","TSS200"
"cg26344168_TC21","MC2R","chr18",13884970,"OpenSea","exon_2;exon_2"
"cg25924472_TC21","MC2R","chr18",13884153,"OpenSea","3UTR;exon_2;3UTR;exon_2"
"cg24922596_TC21","MC2R","chr18",13915574,"OpenSea","TSS200"
"cg22624572_TC21","MC2R","chr18",13886088,"OpenSea",""
"cg12343754_TC21","MC2R","chr18",13895862,"OpenSea",""
"cg17828058_BC21","MC2R","chr18",13909312,"OpenSea",""
"cg14829190_BC21","MC2R","chr18",13893807,"OpenSea",""
"cg05924080_TC21","MC2R","chr18",13874749,"OpenSea",""
"cg08578419_TC21","MC2R","chr18",13886970,"OpenSea",""
"cg16500026_BC21","MC2R","chr18",13892133,"OpenSea",""
"cg22364075_TC21","MC2R","chr18",13916463,"OpenSea","TSS1500;TSS1500"
"cg22434252_BC21","MC2R","chr18",13916536,"OpenSea","TSS1500;TSS1500"
"cg04228045_TC21","MC2R","chr18",13889916,"OpenSea",""
"cg08211506_BC21","MC2R","chr18",13925382,"OpenSea",""
"cg23286015_BC21","MC2R","chr18",13890596,"OpenSea",""
"cg23285896_BC21","MC2R","chr18",13879562,"OpenSea",""
"cg02578350_BC21","MC2R","chr18",13925658,"OpenSea",""
"cg03664443_TC21","MC2R","chr18",13916331,"OpenSea","TSS1500;TSS1500"
"cg24026230_BC11","NR3C1","chr5",143405607,"Shore","TSS1500;TSS1500;TSS1500;TSS1500;TSS1500"
"cg14558428_BC11","NR3C1","chr5",143405417,"Island","TSS1500;TSS1500;TSS1500;TSS200;TSS1500"
"cg27122725_TC11","NR3C1","chr5",143402158,"Shore",""
"cg17860381_BC11","NR3C1","chr5",143404004,"Island","5UTR;exon_1;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500"
"cg15910486_BC11","NR3C1","chr5",143404056,"Island","5UTR;exon_1;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500"
"cg18068240_BC11","NR3C1","chr5",143404278,"Island","TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS200"
"cg18019515_BC11","NR3C1","chr5",143403820,"Island","TSS200;TSS1500;TSS1500;TSS200;TSS200;TSS200;TSS200;TSS200;TSS200;TSS200;TSS200;TSS200;TSS200"
"cg17617527_TC11","NR3C1","chr5",143402850,"Island","5UTR;exon_1;5UTR;exon_1"
"cg06968181_BC11","NR3C1","chr5",143404758,"Island","TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500"
"cg16335926_BC11","NR3C1","chr5",143404897,"Island","TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500"
"cg00629244_TC11","NR3C1","chr5",143403814,"Island","TSS200;TSS1500;TSS1500;TSS200;TSS200;TSS200;TSS200;TSS200;TSS200;TSS200;TSS200;TSS200;TSS200"
"cg21209684_BC11","NR3C1","chr5",143404283,"Island","TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS200"
"cg14939152_TC11","NR3C1","chr5",143404266,"Island","TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS200"
"cg01967637_BC11","NR3C1","chr5",143404454,"Island","5UTR;exon_1;5UTR;exon_1;exon_1;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500"
"cg19135245_TC11","NR3C1","chr5",143404622,"Island","TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS200;TSS200;TSS200"
"cg15645634_TC11","NR3C1","chr5",143404074,"Island","5UTR;exon_1;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500"
"cg06952416_BC11","NR3C1","chr5",143402171,"Shore",""
"cg06952416_BC12","NR3C1","chr5",143402171,"Shore",""
"cg06952416_BC13","NR3C1","chr5",143402171,"Shore",""
"cg08652028_BC21","NR3C1","chr5",143434671,"OpenSea","5UTR;exon_1;5UTR;exon_1"
"cg08652029_TC21","NR3C1","chr5",143434885,"OpenSea","5UTR;exon_1;TSS200"
"cg08818984_TC21","NR3C1","chr5",143435262,"OpenSea","5UTR;exon_1;5UTR;exon_1;TSS1500"
"cg16219186_BC21","NR3C1","chr5",143400966,"Shore",""
"cg08423118_TC21","NR3C1","chr5",143429045,"OpenSea",""
"cg27107893_BC21","NR3C1","chr5",143396709,"OpenSea",""
"cg07528216_TC21","NR3C1","chr5",143409211,"Shelf",""
"cg13648501_TC21","NR3C1","chr5",143405693,"Shore","TSS1500;TSS1500;TSS1500;TSS1500;TSS1500"
"cg22233604_TC21","NR3C1","chr5",143349812,"OpenSea",""
"cg13764763_BC21","NR3C1","chr5",143405936,"Shore","TSS1500;TSS1500;TSS1500;TSS1500"
"cg18718518_BC21","NR3C1","chr5",143405890,"Shore","TSS1500;TSS1500;TSS1500;TSS1500"
"cg25579735_BC21","NR3C1","chr5",143427606,"OpenSea",""
"cg20598211_BC21","NR3C1","chr5",143382889,"OpenSea",""
"cg21702128_BC21","NR3C1","chr5",143405156,"Island","5UTR;exon_1;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500"
"cg25535999_TC21","NR3C1","chr5",143377747,"OpenSea",""
"cg18849621_TC21","NR3C1","chr5",143404817,"Island","TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500"
"cg26720913_BC21","NR3C1","chr5",143435369,"OpenSea","5UTR;exon_1;5UTR;exon_1;5UTR;exon_1;TSS1500"
"cg12466613_BC21","NR3C1","chr5",143435904,"OpenSea","TSS1500;TSS1500;TSS1500;TSS1500"
"cg06521673_BC21","NR3C1","chr5",143402507,"Island",""
"cg04111177_TC21","NR3C1","chr5",143404042,"Island","5UTR;exon_1;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500"
"cg23273257_BC21","NR3C1","chr5",143279263,"OpenSea","3UTR;exon_9;3UTR;exon_9;3UTR;exon_9;3UTR;exon_9;3UTR;exon_9;3UTR;exon_9;3UTR;exon_9;3UTR;exon_9;3UTR;exon_9;3UTR;exon_9;3UTR;exon_9;3UTR;exon_9;3UTR;exon_9;3UTR;exon_9;3UTR;exon_9;3UTR;exon_9;3UTR;exon_9;3UTR;exon_10;3UTR;exon_9;3UTR;exon_9;exon_8"
"cg03857453_TC21","NR3C1","chr5",143350348,"OpenSea",""
"cg11152298_BC21","NR3C1","chr5",143403818,"Island","TSS200;TSS1500;TSS1500;TSS200;TSS200;TSS200;TSS200;TSS200;TSS200;TSS200;TSS200;TSS200;TSS200"
"cg10847032_BC21","NR3C1","chr5",143404957,"Island","TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500"
"cg07733851_TC21","NR3C1","chr5",143401933,"Shore",""
"cg07589972_TC21","NR3C1","chr5",143435898,"OpenSea","TSS1500;TSS1500;TSS1500;TSS1500"
"cg19457823_BC21","NR3C1","chr5",143313396,"OpenSea",""
"cg18998365_BC21","NR3C1","chr5",143401967,"Shore",""
"cg18146873_TC21","NR3C1","chr5",143403262,"Island","5UTR;exon_1;5UTR;exon_1;5UTR;exon_1;5UTR;exon_1;5UTR;exon_1;5UTR;exon_1;5UTR;exon_1;5UTR;exon_1;5UTR;exon_1;5UTR;exon_1;5UTR;exon_1;5UTR;exon_1;5UTR;exon_1"
"cg18484679_TC21","NR3C1","chr5",143360749,"OpenSea",""
"cg27345592_BC21","NR3C1","chr5",143406840,"Shore","TSS1500"
"cg16586394_TC21","NR3C1","chr5",143377446,"OpenSea",""
"cg15115787_BC21","NR3C1","chr5",143351136,"OpenSea",""
"cg01751279_TC21","NR3C1","chr5",143414359,"OpenSea",""
"cg12741214_TC21","NR3C1","chr5",143316054,"OpenSea",""
"cg15740681_BC21","NR3C1","chr5",143273501,"OpenSea",""
"cg23776787_BC21","NR3C1","chr5",143434750,"OpenSea","5UTR;exon_1;5UTR;exon_1"
"cg23430507_BC21","NR3C1","chr5",143418810,"OpenSea",""
"cg08166768_BC21","NR3C1","chr5",143372551,"OpenSea",""
"cg13514002_TC21","NR3C1","chr5",143297727,"OpenSea",""
"cg00294552_TC21","NR3C1","chr5",143400921,"Shore",""
"cg14438279_TC21","NR3C1","chr5",143426778,"OpenSea",""
"cg24801588_BC21","NR3C1","chr5",143310293,"OpenSea",""
"cg19432243_TC21","NR3C1","chr5",143391192,"OpenSea",""
"cg07715663_BC21","NR3C1","chr5",143342231,"OpenSea",""
"cg24052866_TC21","NR3C1","chr5",143347905,"OpenSea",""
"cg21979215_BC21","NR3C1","chr5",143436242,"OpenSea","TSS1500;TSS1500;TSS1500;TSS1500"
"cg22402730_BC21","NR3C1","chr5",143404603,"Island","TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS200;TSS200;TSS200"
"cg07515400_TC21","NR3C1","chr5",143404713,"Island","TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500"
"cg26081259_TC21","NR3C1","chr5",143280117,"OpenSea","3UTR;exon_9;3UTR;exon_9;3UTR;exon_9;3UTR;exon_9;3UTR;exon_9;3UTR;exon_9;3UTR;exon_9;3UTR;exon_9;3UTR;exon_9;3UTR;exon_9;3UTR;exon_9;3UTR;exon_9;3UTR;exon_9;3UTR;exon_9;3UTR;exon_9;3UTR;exon_9;3UTR;exon_10;3UTR;exon_9;3UTR;exon_9;exon_8"
"cg16224829_BC21","NR3C1","chr5",143413133,"OpenSea",""
"cg20728768_BC21","NR3C1","chr5",143317029,"OpenSea",""
"cg16535116_TC21","NR3C1","chr5",143390047,"OpenSea",""
"cg03906910_TC21","NR3C1","chr5",143434823,"OpenSea","5UTR;exon_1;TSS200"
"cg19176661_TC21","NR3C1","chr5",143338984,"OpenSea",""
"cg14621978_BC21","NR3C1","chr5",143355673,"OpenSea",""
"cg00407401_TC21","NR3C1","chr5",143311394,"OpenSea",""
"cg07742588_BC21","NR3C1","chr5",143400874,"Shore",""
"cg19820298_BC21","NR3C1","chr5",143391217,"OpenSea",""
"cg15374100_TC21","NR3C1","chr5",143271674,"OpenSea",""
"cg25708981_BC21","NR3C1","chr5",143318303,"OpenSea",""
"cg08651931_BC21","NR3C1","chr5",143419734,"OpenSea",""
"cg08651424_BC21","NR3C1","chr5",143377615,"OpenSea",""
"cg16594263_BC21","NR3C1","chr5",143388483,"OpenSea",""
"cg08651947_BC21","NR3C1","chr5",143421914,"OpenSea",""
"cg08651335_BC21","NR3C1","chr5",143363397,"OpenSea",""
"cg05483455_BC21","NR3C1","chr5",143383048,"OpenSea",""
"cg08650751_BC21","NR3C1","chr5",143276473,"OpenSea",""
"cg17349736_BC21","NR3C1","chr5",143422764,"OpenSea",""
"cg03746860_BC21","NR3C1","chr5",143379810,"OpenSea",""
"cg05900547_TC21","NR3C1","chr5",143390226,"OpenSea",""
"cg01294526_TC21","NR3C1","chr5",143436852,"OpenSea","TSS1500;TSS1500;TSS1500"
"cg13373360_TC11","NR3C2","chr4",148443729,"Island","TSS1500;TSS1500;TSS1500"
"cg14381972_TC11","NR3C2","chr4",148444190,"Island",""
"cg27304079_TC11","NR3C2","chr4",148442760,"Island","TSS1500;TSS1500;TSS1500"
"cg07202928_BC11","NR3C2","chr4",148445439,"Island","TSS1500"
"cg11580341_BC21","NR3C2","chr4",148442617,"Island","TSS1500;TSS1500;TSS1500"
"cg13996731_BC21","NR3C2","chr4",148442370,"Island","5UTR;exon_1;5UTR;exon_1;exon_1"
"cg20140452_TC21","NR3C2","chr4",148442563,"Island","TSS200;TSS200;TSS200"
"cg10621979_BC21","NR3C2","chr4",148444672,"Island","5UTR;exon_1"
"cg05437692_BC21","NR3C2","chr4",148441283,"Shore",""
"cg26035844_TC21","NR3C2","chr4",148145763,"OpenSea",""
"cg23650353_TC21","NR3C2","chr4",148072492,"OpenSea","exon_23;3UTR"
"cg21783716_BC21","NR3C2","chr4",148145736,"OpenSea",""
"cg11239219_BC21","NR3C2","chr4",148444735,"Island","TSS200"
"cg24396090_TC21","NR3C2","chr4",148146425,"OpenSea",""
"cg07651033_TC21","NR3C2","chr4",148437891,"OpenSea",""
"cg22391185_BC21","NR3C2","chr4",148443637,"Island","TSS1500;TSS1500;TSS1500"
"cg27225476_TC21","NR3C2","chr4",148354390,"OpenSea",""
"cg26054404_TC21","NR3C2","chr4",148442670,"Island","TSS1500;TSS1500;TSS1500"
"cg10002915_BC21","NR3C2","chr4",148448023,"Shelf",""
"cg10590842_BC21","NR3C2","chr4",148162804,"OpenSea",""
"cg10207656_BC21","NR3C2","chr4",148098375,"OpenSea",""
"cg27460943_BC21","NR3C2","chr4",148441657,"Shore",""
"cg02534661_TC21","NR3C2","chr4",148443391,"Island","TSS1500;TSS1500;TSS1500"
"cg07275757_BC21","NR3C2","chr4",148268822,"OpenSea",""
"cg15247500_TC21","NR3C2","chr4",148070766,"OpenSea",""
"cg24450582_BC21","NR3C2","chr4",148445105,"Island","TSS1500"
"cg19491599_BC21","NR3C2","chr4",148079456,"OpenSea","3UTR;exon_9;3UTR;exon_8;3UTR;exon_8;exon_7"
"cg12841684_TC21","NR3C2","chr4",148330616,"OpenSea",""
"cg13000004_TC21","NR3C2","chr4",148152942,"OpenSea",""
"cg06669759_TC21","NR3C2","chr4",148441678,"Shore",""
"cg16692923_BC21","NR3C2","chr4",148443548,"Island","TSS1500;TSS1500;TSS1500"
"cg04424630_BC21","NR3C2","chr4",148442626,"Island","TSS1500;TSS1500;TSS1500"
"cg05075176_TC21","NR3C2","chr4",148441609,"Shore",""
"cg24525872_BC21","NR3C2","chr4",148442526,"Island","TSS200;TSS200;TSS200"
"cg10288772_BC21","NR3C2","chr4",148442309,"Island","5UTR;exon_1;5UTR;exon_1;exon_1"
"cg06843189_BC21","NR3C2","chr4",148217168,"OpenSea",""
"cg01516788_BC21","NR3C2","chr4",148146363,"OpenSea",""
"cg09160032_BC21","NR3C2","chr4",148425868,"OpenSea",""
"cg06240648_BC21","NR3C2","chr4",148368610,"OpenSea",""
"cg27234800_TC21","NR3C2","chr4",148195460,"OpenSea",""
"cg10073316_TC21","NR3C2","chr4",148438116,"Shelf",""
"cg04867484_BC21","NR3C2","chr4",148376317,"OpenSea",""
"cg13157799_TC21","NR3C2","chr4",148270839,"OpenSea",""
"cg21701890_TC21","NR3C2","chr4",148173481,"OpenSea",""
"cg19650300_TC21","NR3C2","chr4",148436808,"OpenSea","exon_2;exon_2;exon_2;exon_2"
"cg07335874_TC21","NR3C2","chr4",148215356,"OpenSea",""
"cg01896848_BC21","NR3C2","chr4",148444724,"Island","TSS200"
"cg25672354_BC21","NR3C2","chr4",148201232,"OpenSea",""
"cg09238384_TC21","NR3C2","chr4",148437047,"OpenSea",""
"cg22482155_TC21","NR3C2","chr4",148444721,"Island","TSS200"
"cg00328411_TC21","NR3C2","chr4",148284465,"OpenSea",""
"cg01576854_TC21","NR3C2","chr4",148442298,"Island","5UTR;exon_1;5UTR;exon_1;exon_1"
"cg09143276_BC21","NR3C2","chr4",148145367,"OpenSea",""
"cg17253842_TC21","NR3C2","chr4",148426839,"OpenSea",""
"cg07200645_TC21","NR3C2","chr4",148146429,"OpenSea",""
"cg10993059_TC21","NR3C2","chr4",148201911,"OpenSea",""
"cg12946179_TC21","NR3C2","chr4",148437665,"OpenSea",""
"cg07200718_TC21","NR3C2","chr4",148154898,"OpenSea","exon_5"
"cg19496136_TC21","NR3C2","chr4",148415613,"OpenSea",""
"cg08264907_BC21","NR3C2","chr4",148222893,"OpenSea",""
"cg23920442_BC21","NR3C2","chr4",148444310,"Island",""
"cg01117572_BC21","NR3C2","chr4",148444556,"Island","5UTR;exon_1"
"cg07200798_BC21","NR3C2","chr4",148166828,"OpenSea",""
"cg07200796_BC21","NR3C2","chr4",148166764,"OpenSea",""
"cg07200793_BC21","NR3C2","chr4",148166469,"OpenSea",""
"cg07201140_BC21","NR3C2","chr4",148214686,"OpenSea",""
"cg07201070_BC21","NR3C2","chr4",148203683,"OpenSea",""
"cg20489898_BC11","NTRK2","chr9",84670344,"Island","TSS200;TSS200"
"cg18800854_BC11","NTRK2","chr9",84670564,"Island","5UTR;exon_4;5UTR;exon_2;5UTR;exon_2;5UTR;exon_4;5UTR;exon_4;5UTR;exon_3;5UTR;exon_2;5UTR;exon_2;5UTR;exon_3;5UTR;exon_1;5UTR;exon_2;5UTR;exon_2;5UTR;exon_4;5UTR;exon_3;5UTR;exon_4;5UTR;exon_4;5UTR;exon_3;5UTR;exon_2;5UTR;exon_2;5UTR;exon_2;5UTR;exon_1;5UTR;exon_2"
"cg13723118_TC11","NTRK2","chr9",84669807,"Island","5UTR;exon_3;5UTR;exon_1;5UTR;exon_3;5UTR;exon_3;5UTR;exon_2;5UTR;exon_1;5UTR;exon_3;5UTR;exon_3;5UTR;exon_3;5UTR;exon_1;TSS1500;TSS1500;TSS1500;TSS1500"
"cg04671253_TC11","NTRK2","chr9",84668451,"Island","TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS200;TSS200;TSS200;TSS200;TSS200;TSS200;TSS200;TSS200;TSS200;TSS200;TSS200;TSS200;TSS200"
"cg10652491_TC11","NTRK2","chr9",84670588,"Island","5UTR;exon_4;5UTR;exon_2;5UTR;exon_2;5UTR;exon_4;5UTR;exon_4;5UTR;exon_3;5UTR;exon_2;5UTR;exon_2;5UTR;exon_3;5UTR;exon_1;5UTR;exon_2;5UTR;exon_2;5UTR;exon_4;5UTR;exon_3;5UTR;exon_4;5UTR;exon_4;5UTR;exon_3;5UTR;exon_2;5UTR;exon_2;5UTR;exon_2;5UTR;exon_1;5UTR;exon_2"
"cg13849090_TC11","NTRK2","chr9",84697748,"OpenSea",""
"cg14531834_BC21","NTRK2","chr9",85041073,"OpenSea",""
"cg13626246_BC21","NTRK2","chr9",85009027,"OpenSea",""
"cg09539438_BC21","NTRK2","chr9",84668874,"Island","TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500"
"cg22402007_TC21","NTRK2","chr9",84667908,"Shore","TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500"
"cg03628748_BC21","NTRK2","chr9",84670218,"Island","5UTR;exon_1;5UTR;exon_1;TSS200;TSS200"
"cg08470639_TC21","NTRK2","chr9",84670271,"Island","TSS200;TSS200"
"cg09171763_TC21","NTRK2","chr9",84970614,"OpenSea",""
"cg10043652_TC21","NTRK2","chr9",84670571,"Island","5UTR;exon_4;5UTR;exon_2;5UTR;exon_2;5UTR;exon_4;5UTR;exon_4;5UTR;exon_3;5UTR;exon_2;5UTR;exon_2;5UTR;exon_3;5UTR;exon_1;5UTR;exon_2;5UTR;exon_2;5UTR;exon_4;5UTR;exon_3;5UTR;exon_4;5UTR;exon_4;5UTR;exon_3;5UTR;exon_2;5UTR;exon_2;5UTR;exon_2;5UTR;exon_1;5UTR;exon_2"
"cg13504245_BC21","NTRK2","chr9",84667695,"Shore","TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500"
"cg01292475_TC21","NTRK2","chr9",84669656,"Island","TSS1500;TSS1500;TSS1500;TSS1500;TSS200;TSS200;TSS200"
"cg13654445_TC21","NTRK2","chr9",85021468,"OpenSea","exon_18;3UTR;exon_19;3UTR;exon_18;3UTR;exon_17;3UTR;exon_17;3UTR;exon_18;3UTR;exon_19;3UTR"
"cg13698224_BC21","NTRK2","chr9",84694479,"OpenSea",""
"cg27267507_TC21","NTRK2","chr9",84670786,"Island","exon_4;exon_2;exon_2;exon_4;exon_4;exon_3;exon_2;exon_2;exon_3;exon_1;exon_2;exon_2;exon_4;exon_3;exon_4;exon_4;exon_3;exon_2;exon_2;exon_2;exon_1;exon_2;TSS1500;TSS1500;TSS1500"
"cg21060123_TC21","NTRK2","chr9",84789166,"OpenSea",""
"cg02728979_BC21","NTRK2","chr9",84701805,"OpenSea",""
"cg15340382_BC21","NTRK2","chr9",84669401,"Island","5UTR;exon_2;5UTR;exon_2;5UTR;exon_2;5UTR;exon_2;5UTR;exon_2;5UTR;exon_2;5UTR;exon_2;5UTR;exon_2;5UTR;exon_2;5UTR;exon_1;5UTR;exon_1;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500"
"cg21103728_TC21","NTRK2","chr9",84702165,"OpenSea","exon_5;exon_3;exon_3;exon_5;exon_5;exon_4;exon_3;exon_3;5UTR;exon_2;5UTR;exon_2;exon_4;exon_2;exon_3;exon_3;exon_5;exon_4;exon_5;exon_5;exon_4;exon_3;exon_3;exon_3;exon_2;5UTR;exon_2;5UTR;exon_2;exon_3"
"cg13620631_BC21","NTRK2","chr9",84874613,"OpenSea","exon_15;3UTR;exon_16;3UTR;exon_16;3UTR;exon_13;3UTR"
"cg14447193_BC21","NTRK2","chr9",84818949,"OpenSea",""
"cg09926027_BC21","NTRK2","chr9",84670778,"Island","exon_4;exon_2;exon_2;exon_4;exon_4;exon_3;exon_2;exon_2;exon_3;exon_1;exon_2;exon_2;exon_4;exon_3;exon_4;exon_4;exon_3;exon_2;exon_2;exon_2;exon_1;exon_2;TSS1500;TSS1500;TSS1500"
"cg01009697_BC21","NTRK2","chr9",84668555,"Island","5UTR;exon_1;5UTR;exon_1;5UTR;exon_1;5UTR;exon_1;5UTR;exon_1;5UTR;exon_1;5UTR;exon_1;5UTR;exon_1;5UTR;exon_1;5UTR;exon_1;5UTR;exon_1;5UTR;exon_1;5UTR;exon_1;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500"
"cg04016867_TC21","NTRK2","chr9",84754875,"OpenSea",""
"cg26191960_BC21","NTRK2","chr9",84744504,"OpenSea",""
"cg16964439_BC21","NTRK2","chr9",84672092,"Shore","5UTR;exon_1;5UTR;exon_1;5UTR;exon_1"
"cg00630322_BC21","NTRK2","chr9",84669016,"Island","TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500"
"cg23910073_BC21","NTRK2","chr9",84709649,"OpenSea",""
"cg09450275_BC21","NTRK2","chr9",84954735,"OpenSea",""
"cg25710507_BC21","NTRK2","chr9",84670832,"Shore","exon_4;exon_2;exon_2;exon_4;exon_4;exon_3;exon_2;exon_2;exon_3;exon_1;exon_2;exon_2;exon_4;exon_3;exon_4;exon_4;exon_3;exon_2;exon_2;exon_2;exon_1;exon_2;TSS1500;TSS1500;TSS1500"
"cg00886225_TC21","NTRK2","chr9",84759468,"OpenSea",""
"cg23205551_TC21","NTRK2","chr9",84823851,"OpenSea",""
"cg13118735_BC21","NTRK2","chr9",84967662,"OpenSea",""
"cg24555451_BC21","NTRK2","chr9",84752008,"OpenSea","exon_14;exon_12;exon_12;exon_14;exon_14;exon_13;exon_12;exon_11;exon_11;exon_11;exon_13;exon_11;exon_12;exon_12;exon_14;exon_13;exon_14;exon_14;exon_13;exon_12;exon_12;exon_12;exon_11;exon_11;exon_11;exon_9;exon_12"
"cg25888138_BC21","NTRK2","chr9",84782769,"OpenSea",""
"cg06880832_BC21","NTRK2","chr9",84667866,"Shore","TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500"
"cg24698222_TC21","NTRK2","chr9",84712196,"OpenSea",""
"cg06660935_BC21","NTRK2","chr9",84781865,"OpenSea",""
"cg23166374_TC21","NTRK2","chr9",84669514,"Island","TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS200"
"cg16771344_TC21","NTRK2","chr9",84667882,"Shore","TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500"
"cg08004835_TC21","NTRK2","chr9",84850775,"OpenSea",""
"cg08423686_BC21","NTRK2","chr9",84697162,"OpenSea",""
"cg26865872_TC21","NTRK2","chr9",84750673,"OpenSea",""
"cg09912325_TC21","NTRK2","chr9",85068041,"OpenSea",""
"cg15509461_TC21","NTRK2","chr9",84946247,"OpenSea",""
"cg12108202_BC21","NTRK2","chr9",84748551,"OpenSea",""
"cg13127973_BC21","NTRK2","chr9",85078247,"OpenSea",""
"cg02661311_TC21","NTRK2","chr9",84671977,"Shore","TSS200;TSS200;TSS200"
"cg13851477_BC21","NTRK2","chr9",85005431,"OpenSea",""
"cg04684218_TC21","NTRK2","chr9",84668521,"Island","TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS200;TSS200;TSS200;TSS200;TSS200;TSS200;TSS200;TSS200;TSS200;TSS200;TSS200;TSS200;TSS200"
